SubCategory,Month,Value Column Name,Value
"Computers Accessories","Aug","Margin %","-12.966328166755746"
"Computers Accessories","Aug","Total Customers","77"
"Computers Accessories","Sep","Sales","17070"
"Computers Accessories","Sep","Margin","-122"
"Computers Accessories","Sep","Margin %","-0.7147041593438781"
"Computers Accessories","Sep","Total Customers","96"
"Computers Accessories","Oct","Sales","13392"
"Computers Accessories","Oct","Margin","-1992"
"Computers Accessories","Oct","Margin %","-14.874551971326165"
"Computers Accessories","Oct","Total Customers","104"
"Computers Accessories","Nov","Sales","13408"
"Computers Accessories","Nov","Margin","-2784"
"Computers Accessories","Nov","Margin %","-20.763723150357997"
"Computers Accessories","Nov","Total Customers","88"
"Computers Accessories","Dec","Sales","12761"
"Computers Accessories","Dec","Margin","-847"
"Computers Accessories","Dec","Margin %","-6.637410861217773"
"Computers Accessories","Dec","Total Customers","76"
"Desktops","Jan","Sales","50814"
"Desktops","Jan","Margin","6258"
"Desktops","Jan","Margin %","12.315503601369702"
"Desktops","Jan","Total Customers","37"
"Desktops","Feb","Sales","25631"
"Desktops","Feb","Margin","5681"
"Desktops","Feb","Margin %","22.164566345441067"
"Desktops","Feb","Total Customers","16"
"Desktops","Mar","Sales","19960"
"Desktops","Mar","Margin","2968"
"Desktops","Mar","Margin %","14.869739478957916"
"Desktops","Mar","Total Customers","14"
"Desktops","Apr","Sales","19163"
"Desktops","Apr","Margin","1577"
"Desktops","Apr","Margin %","8.229400407034388"
"Desktops","Apr","Total Customers","14"
"Desktops","May","Sales","8960"
"Desktops","May","Margin","-802"
"Desktops","May","Margin %","-8.950892857142858"
"Desktops","May","Total Customers","8"
"Desktops","Jun","Sales","17274"
"Desktops","Jun","Margin","3414"
"Desktops","Jun","Margin %","19.76380687738798"
"Desktops","Jun","Total Customers","10"
"Desktops","Jul","Sales","12190"
"Desktops","Jul","Margin","-446"
"Desktops","Jul","Margin %","-3.6587366694011485"
"Desktops","Jul","Total Customers","10"
"Desktops","Aug","Sales","26921"
"Desktops","Aug","Margin","5561"
"Desktops","Aug","Margin %","20.65673637680621"
"Desktops","Aug","Total Customers","16"
"Desktops","Sep","Sales","24102"
"Desktops","Sep","Margin","468"
"Desktops","Sep","Margin %","1.941747572815534"
"Desktops","Sep","Total Customers","18"
"Desktops","Oct","Sales","30419"
"Desktops","Oct","Margin","455"
"Desktops","Oct","Margin %","1.495775666524212"
"Desktops","Oct","Total Customers","25"
"Desktops","Nov","Sales","7469"
"Desktops","Nov","Margin","-1177"
"Desktops","Nov","Margin %","-15.758468335787924"
"Desktops","Nov","Total Customers","8"
"Desktops","Dec","Sales","23471"
"Desktops","Dec","Margin","-733"
"Desktops","Dec","Margin %","-3.123002854586511"
"Desktops","Dec","Total Customers","20"
"Fans","Jan","Sales","8722"
"Fans","Jan","Margin","-3473"
"Fans","Jan","Margin %","-39.818848887869756"
"Fans","Jan","Total Customers","38"
"Fans","Feb","Sales","4839"
"Fans","Feb","Margin","-3153"
"Fans","Feb","Margin %","-65.15809051456912"
"Fans","Feb","Total Customers","26"
"Fans","Mar","Sales","1990"
"Fans","Mar","Margin","-2537"
"Fans","Mar","Margin %","-127.48743718592965"
"Fans","Mar","Total Customers","12"
"Fans","Apr","Sales","4699"
"Fans","Apr","Margin","-656"
"Fans","Apr","Margin %","-13.960417110023409"
"Fans","Apr","Total Customers","14"
"Fans","May","Sales","4627"
"Fans","May","Margin","-2492"
"Fans","May","Margin %","-53.85779122541604"
"Fans","May","Total Customers","15"
"Fans","Jun","Sales","3164"
"Fans","Jun","Margin","-562"
"Fans","Jun","Margin %","-17.762326169405814"
"Fans","Jun","Total Customers","16"
"Fans","Jul","Sales","9551"
"Fans","Jul","Margin","-3382"
"Fans","Jul","Margin %","-35.40990472201864"
"Fans","Jul","Total Customers","24"
"Fans","Aug","Sales","8629"
"Fans","Aug","Margin","-3962"
"Fans","Aug","Margin %","-45.91493799976822"
"Fans","Aug","Total Customers","46"
"Fans","Sep","Sales","10277"
"Fans","Sep","Margin","-4717"
"Fans","Sep","Margin %","-45.898608543349226"
"Fans","Sep","Total Customers","46"
"Fans","Oct","Sales","12454"
"Fans","Oct","Margin","-7652"
"Fans","Oct","Margin %","-61.44210695358921"
"Fans","Oct","Total Customers","39"
"Fans","Nov","Sales","7718"
"Fans","Nov","Margin","-1552"
"Fans","Nov","Margin %","-20.108836486136305"
"Fans","Nov","Total Customers","24"
"Fans","Dec","Sales","6700"
"Fans","Dec","Margin","-4505"
"Fans","Dec","Margin %","-67.23880597014926"
"Fans","Dec","Total Customers","30"
"Lamps","Jan","Sales","53455"
"Lamps","Jan","Margin","39573"
"Lamps","Jan","Margin %","74.03049293798522"
"Lamps","Jan","Total Customers","75"
"Lamps","Feb","Sales","21627"
"Lamps","Feb","Margin","12887"
"Lamps","Feb","Margin %","59.58755259629167"
"Lamps","Feb","Total Customers","44"
"Lamps","Mar","Sales","25398"
"Lamps","Mar","Margin","18782"
"Lamps","Mar","Margin %","73.95070477990393"
"Lamps","Mar","Total Customers","41"
"Lamps","Apr","Sales","24633"
"Lamps","Apr","Margin","17967"
"Lamps","Apr","Margin %","72.93874071367678"
"Lamps","Apr","Total Customers","42"
"Lamps","May","Sales","21491"
"Lamps","May","Margin","16177"
"Lamps","May","Margin %","75.27337024801079"
"Lamps","May","Total Customers","26"
"Lamps","Jun","Sales","32466"
"Lamps","Jun","Margin","24896"
"Lamps","Jun","Margin %","76.68329945173411"
"Lamps","Jun","Total Customers","34"
"Lamps","Jul","Sales","40233"
"Lamps","Jul","Margin","29641"
"Lamps","Jul","Margin %","73.67335272040364"
"Lamps","Jul","Total Customers","55"
"Lamps","Aug","Sales","34509"
"Lamps","Aug","Margin","24237"
"Lamps","Aug","Margin %","70.23385203859863"
"Lamps","Aug","Total Customers","55"
"Lamps","Sep","Sales","70218"
"Lamps","Sep","Margin","52266"
"Lamps","Sep","Margin %","74.4339058361104"
"Lamps","Sep","Total Customers","84"
"Lamps","Oct","Sales","65046"
"Lamps","Oct","Margin","47854"
"Lamps","Oct","Margin %","73.56947391077084"
"Lamps","Oct","Total Customers","90"
"Lamps","Nov","Sales","52296"
"Lamps","Nov","Margin","34810"
"Lamps","Nov","Margin %","66.5634082912651"
"Lamps","Nov","Total Customers","81"
"Lamps","Dec","Sales","29461"
"Lamps","Dec","Margin","21217"
"Lamps","Dec","Margin %","72.01724313499203"
"Lamps","Dec","Total Customers","57"
"Laptops","Jan","Sales","96570"
"Laptops","Jan","Margin","28805"
"Laptops","Jan","Margin %","29.828103966035002"
"Laptops","Jan","Total Customers","48"
"Laptops","Feb","Sales","65534"
"Laptops","Feb","Margin","16869"
"Laptops","Feb","Margin %","25.740836817529832"
"Laptops","Feb","Total Customers","34"
"Laptops","Mar","Sales","56749"
"Laptops","Mar","Margin","21899"
"Laptops","Mar","Margin %","38.589226241872105"
"Laptops","Mar","Total Customers","23"
"Laptops","Apr","Sales","22291"
"Laptops","Apr","Margin","7091"
"Laptops","Apr","Margin %","31.81104481629357"
"Laptops","Apr","Total Customers","10"
"Laptops","May","Sales","34917"
"Laptops","May","Margin","7057"
"Laptops","May","Margin %","20.210785577225995"
"Laptops","May","Total Customers","22"
"Laptops","Jun","Sales","48706"
"Laptops","Jun","Margin","15176"
"Laptops","Jun","Margin %","31.158378844495545"
"Laptops","Jun","Total Customers","25"
"Laptops","Jul","Sales","37023"
"Laptops","Jul","Margin","9913"
"Laptops","Jul","Margin %","26.775247818923372"
"Laptops","Jul","Total Customers","19"
"Laptops","Aug","Sales","51131"
"Laptops","Aug","Margin","10501"
"Laptops","Aug","Margin %","20.537443038469814"
"Laptops","Aug","Total Customers","29"
"Laptops","Sep","Sales","55302"
"Laptops","Sep","Margin","17647"
"Laptops","Sep","Margin %","31.91023832772775"
"Laptops","Sep","Total Customers","26"
"Laptops","Oct","Sales","73058"
"Laptops","Oct","Margin","15713"
"Laptops","Oct","Margin %","21.50756932847874"
"Laptops","Oct","Total Customers","42"
"Laptops","Nov","Sales","55418"
"Laptops","Nov","Margin","8688"
"Laptops","Nov","Margin %","15.677216788768993"
"Laptops","Nov","Total Customers","33"
"Laptops","Dec","Sales","71471"
"Laptops","Dec","Margin","21811"
"Laptops","Dec","Margin %","30.517272739992446"
"Laptops","Dec","Total Customers","35"
"Microwaves","Jan","Sales","31356"
"Microwaves","Jan","Margin","1529"
"Microwaves","Jan","Margin %","4.876259727005996"
"Microwaves","Jan","Total Customers","51"
"Microwaves","Feb","Sales","19503"
"Microwaves","Feb","Margin","-3604"
"Microwaves","Feb","Margin %","-18.479208326924063"
"Microwaves","Feb","Total Customers","40"
"Microwaves","Mar","Sales","29479"
"Microwaves","Mar","Margin","457"
"Microwaves","Mar","Margin %","1.5502561145222022"
"Microwaves","Mar","Total Customers","41"
"Microwaves","Apr","Sales","14227"
"Microwaves","Apr","Margin","-186"
"Microwaves","Apr","Margin %","-1.3073733042805933"
"Microwaves","Apr","Total Customers","22"
"Microwaves","May","Sales","12531"
"Microwaves","May","Margin","-1077"
"Microwaves","May","Margin %","-8.594685180751735"
"Microwaves","May","Total Customers","21"
"Microwaves","Jun","Sales","10318"
"Microwaves","Jun","Margin","-1204"
"Microwaves","Jun","Margin %","-11.668928086838534"
"Microwaves","Jun","Total Customers","16"
"Microwaves","Jul","Sales","34018"
"Microwaves","Jul","Margin","2588"
"Microwaves","Jul","Margin %","7.607737080369216"
"Microwaves","Jul","Total Customers","44"
"Microwaves","Aug","Sales","32429"
"Microwaves","Aug","Margin","3064"
"Microwaves","Aug","Margin %","9.448333281939005"
"Microwaves","Aug","Total Customers","40"
"Microwaves","Sep","Sales","39170"
"Microwaves","Sep","Margin","6599"
"Microwaves","Sep","Margin %","16.84707684452387"
"Microwaves","Sep","Total Customers","46"
"Microwaves","Oct","Sales","34549"
"Microwaves","Oct","Margin","837"
"Microwaves","Oct","Margin %","2.4226460968479553"
"Microwaves","Oct","Total Customers","48"
"Microwaves","Nov","Sales","36956"
"Microwaves","Nov","Margin","3230"
"Microwaves","Nov","Margin %","8.74012338997727"
"Microwaves","Nov","Total Customers","47"
"Microwaves","Dec","Sales","24643"
"Microwaves","Dec","Margin","2068"
"Microwaves","Dec","Margin %","8.391835409649799"
"Microwaves","Dec","Total Customers","33"
"Monitors","Jan","Sales","66611"
"Monitors","Jan","Margin","3227"
"Monitors","Jan","Margin %","4.844545195238024"
"Monitors","Jan","Total Customers","56"
"Monitors","Feb","Sales","47569"
"Monitors","Feb","Margin","2217"
"Monitors","Feb","Margin %","4.6605982888015305"
"Monitors","Feb","Total Customers","38"
"Monitors","Mar","Sales","23167"
"Monitors","Mar","Margin","847"
"Monitors","Mar","Margin %","3.656062502697803"
"Monitors","Mar","Total Customers","22"
"Monitors","Apr","Sales","25332"
"Monitors","Apr","Margin","-3268"
"Monitors","Apr","Margin %","-12.900678983104374"
"Monitors","Apr","Total Customers","23"
"Monitors","May","Sales","29468"
"Monitors","May","Margin","5212"
"Monitors","May","Margin %","17.686982489480116"
"Monitors","May","Total Customers","19"
"Monitors","Jun","Sales","11706"
"Monitors","Jun","Margin","-5270"
"Monitors","Jun","Margin %","-45.01964804373825"
"Monitors","Jun","Total Customers","20"
"Monitors","Jul","Sales","32600"
"Monitors","Jul","Margin","1624"
"Monitors","Jul","Margin %","4.9815950920245395"
"Monitors","Jul","Total Customers","29"
"Monitors","Aug","Sales","32800"
"Monitors","Aug","Margin","-2632"
"Monitors","Aug","Margin %","-8.024390243902438"
"Monitors","Aug","Total Customers","32"
"Monitors","Sep","Sales","45538"
"Monitors","Sep","Margin","-4318"
"Monitors","Sep","Margin %","-9.482190697878695"
"Monitors","Sep","Total Customers","42"
"Monitors","Oct","Sales","23891"
"Monitors","Oct","Margin","-7973"
"Monitors","Oct","Margin %","-33.37239964840317"
"Monitors","Oct","Total Customers","32"
"Monitors","Nov","Sales","48048"
"Monitors","Nov","Margin","2624"
"Monitors","Nov","Margin %","5.461205461205461"
"Monitors","Nov","Total Customers","39"
"Monitors","Dec","Sales","37061"
"Monitors","Dec","Margin","6941"
"Monitors","Dec","Margin %","18.728582607053237"
"Monitors","Dec","Total Customers","30"
"Printers, Scanners & Fax","Jan","Sales","29571"
"Printers, Scanners & Fax","Jan","Margin","-946.5"
"Printers, Scanners & Fax","Jan","Margin %","-3.2007710256670387"
"Printers, Scanners & Fax","Jan","Total Customers","61"
"Printers, Scanners & Fax","Feb","Sales","15238"
"Printers, Scanners & Fax","Feb","Margin","-684.5"
"Printers, Scanners & Fax","Feb","Margin %","-4.492059325370784"
"Printers, Scanners & Fax","Feb","Total Customers","33"
"Printers, Scanners & Fax","Mar","Sales","10262"
"Printers, Scanners & Fax","Mar","Margin","167"
"Printers, Scanners & Fax","Mar","Margin %","1.6273630871175209"
"Printers, Scanners & Fax","Mar","Total Customers","19"
"Printers, Scanners & Fax","Apr","Sales","10558"
"Printers, Scanners & Fax","Apr","Margin","455.5"
"Printers, Scanners & Fax","Apr","Margin %","4.314264065163857"
"Printers, Scanners & Fax","Apr","Total Customers","20"
"Printers, Scanners & Fax","May","Sales","9188"
"Printers, Scanners & Fax","May","Margin","-284.5"
"Printers, Scanners & Fax","May","Margin %","-3.0964301262516325"
"Printers, Scanners & Fax","May","Total Customers","20"
"Printers, Scanners & Fax","Jun","Sales","10965"
"Printers, Scanners & Fax","Jun","Margin","615"
"Printers, Scanners & Fax","Jun","Margin %","5.60875512995896"
"Printers, Scanners & Fax","Jun","Total Customers","20"
"Printers, Scanners & Fax","Jul","Sales","18591"
"Printers, Scanners & Fax","Jul","Margin","-459"
"Printers, Scanners & Fax","Jul","Margin %","-2.468936582217202"
"Printers, Scanners & Fax","Jul","Total Customers","36"
"Printers, Scanners & Fax","Aug","Sales","23057"
"Printers, Scanners & Fax","Aug","Margin","-1768"
"Printers, Scanners & Fax","Aug","Margin %","-7.667953333044195"
"Printers, Scanners & Fax","Aug","Total Customers","52"
"Printers, Scanners & Fax","Sep","Sales","27141"
"Printers, Scanners & Fax","Sep","Margin","4176"
"Printers, Scanners & Fax","Sep","Margin %","15.386315905825136"
"Printers, Scanners & Fax","Sep","Total Customers","46"
"Printers, Scanners & Fax","Oct","Sales","24333"
"Printers, Scanners & Fax","Oct","Margin","700.5"
"Printers, Scanners & Fax","Oct","Margin %","2.8788065589939587"
"Printers, Scanners & Fax","Oct","Total Customers","45"
"Printers, Scanners & Fax","Nov","Sales","20336"
"Printers, Scanners & Fax","Nov","Margin","-1256.5"
"Printers, Scanners & Fax","Nov","Margin %","-6.178697875688434"
"Printers, Scanners & Fax","Nov","Total Customers","40"
"Printers, Scanners & Fax","Dec","Sales","20037"
"Printers, Scanners & Fax","Dec","Margin","-123"
"Printers, Scanners & Fax","Dec","Margin %","-0.6138643509507411"
"Printers, Scanners & Fax","Dec","Total Customers","43"
"Projectors & Screens","Jan","Sales","147098"
"Projectors & Screens","Jan","Margin","31532"
"Projectors & Screens","Jan","Margin %","21.436049436430135"
"Projectors & Screens","Jan","Total Customers","72"
"Projectors & Screens","Feb","Sales","89148"
"Projectors & Screens","Feb","Margin","11490"
"Projectors & Screens","Feb","Margin %","12.888679499259657"
"Projectors & Screens","Feb","Total Customers","45"
"Projectors & Screens","Mar","Sales","41829"
"Projectors & Screens","Mar","Margin","9021"
"Projectors & Screens","Mar","Margin %","21.566377393674244"
"Projectors & Screens","Mar","Total Customers","28"
"Projectors & Screens","Apr","Sales","54446"
"Projectors & Screens","Apr","Margin","20954"
"Projectors & Screens","Apr","Margin %","38.48583918010506"
"Projectors & Screens","Apr","Total Customers","19"
"Projectors & Screens","May","Sales","52824"
"Projectors & Screens","May","Margin","9540"
"Projectors & Screens","May","Margin %","18.059972739663788"
"Projectors & Screens","May","Total Customers","23"
"Projectors & Screens","Jun","Sales","34978"
"Projectors & Screens","Jun","Margin","5440"
"Projectors & Screens","Jun","Margin %","15.552633083652582"
"Projectors & Screens","Jun","Total Customers","13"
"Projectors & Screens","Jul","Sales","62190"
"Projectors & Screens","Jul","Margin","8364"
"Projectors & Screens","Jul","Margin %","13.449107573564882"
"Projectors & Screens","Jul","Total Customers","33"
"Projectors & Screens","Aug","Sales","71662"
"Projectors & Screens","Aug","Margin","15004"
"Projectors & Screens","Aug","Margin %","20.93717730456867"
"Projectors & Screens","Aug","Total Customers","38"
"Projectors & Screens","Sep","Sales","100198"
"Projectors & Screens","Sep","Margin","26854"
"Projectors & Screens","Sep","Margin %","26.800934150382243"
"Projectors & Screens","Sep","Total Customers","47"
"Projectors & Screens","Oct","Sales","120273"
"Projectors & Screens","Oct","Margin","25563"
"Projectors & Screens","Oct","Margin %","21.254146815993614"
"Projectors & Screens","Oct","Total Customers","62"
"Projectors & Screens","Nov","Sales","97974"
"Projectors & Screens","Nov","Margin","25122"
"Projectors & Screens","Nov","Margin %","25.641496723620552"
"Projectors & Screens","Nov","Total Customers","43"
"Projectors & Screens","Dec","Sales","99946"
"Projectors & Screens","Dec","Margin","22372"
"Projectors & Screens","Dec","Margin %","22.38408740719989"
"Projectors & Screens","Dec","Total Customers","43"
"Refrigerators","Jan","Sales","98782"
"Refrigerators","Jan","Margin","-45318"
"Refrigerators","Jan","Margin %","-45.876779170294185"
"Refrigerators","Jan","Total Customers","42"
"Refrigerators","Feb","Sales","28054"
"Refrigerators","Feb","Margin","-29716"
"Refrigerators","Feb","Margin %","-105.92428887146218"
"Refrigerators","Feb","Total Customers","29"
"Refrigerators","Mar","Sales","48846"
"Refrigerators","Mar","Margin","-16354"
"Refrigerators","Mar","Margin %","-33.480735372394875"
"Refrigerators","Mar","Total Customers","18"
"Refrigerators","Apr","Sales","18536"
"Refrigerators","Apr","Margin","-13144"
"Refrigerators","Apr","Margin %","-70.91066033664221"
"Refrigerators","Apr","Total Customers","17"
"Refrigerators","May","Sales","34112"
"Refrigerators","May","Margin","-14928"
"Refrigerators","May","Margin %","-43.76172607879925"
"Refrigerators","May","Total Customers","13"
"Refrigerators","Jun","Sales","97483"
"Refrigerators","Jun","Margin","-15147"
"Refrigerators","Jun","Margin %","-15.538093821486823"
"Refrigerators","Jun","Total Customers","24"
"Refrigerators","Jul","Sales","78290"
"Refrigerators","Jul","Margin","-9850"
"Refrigerators","Jul","Margin %","-12.581428024013285"
"Refrigerators","Jul","Total Customers","25"
"Refrigerators","Aug","Sales","90100"
"Refrigerators","Aug","Margin","-39090"
"Refrigerators","Aug","Margin %","-43.385127635960046"
"Refrigerators","Aug","Total Customers","33"
"Refrigerators","Sep","Sales","108519"
"Refrigerators","Sep","Margin","-61901"
"Refrigerators","Sep","Margin %","-57.04162404740184"
"Refrigerators","Sep","Total Customers","53"
"Refrigerators","Oct","Sales","142850"
"Refrigerators","Oct","Margin","-29050"
"Refrigerators","Oct","Margin %","-20.336016800840042"
"Refrigerators","Oct","Total Customers","48"
"Refrigerators","Nov","Sales","121928"
"Refrigerators","Nov","Margin","-41562"
"Refrigerators","Nov","Margin %","-34.08733022767535"
"Refrigerators","Nov","Total Customers","45"
"Refrigerators","Dec","Sales","85983"
"Refrigerators","Dec","Margin","-34507"
"Refrigerators","Dec","Margin %","-40.132351743949386"
"Refrigerators","Dec","Total Customers","43"
"Washers & Dryers","Jan","Sales","197759"
"Washers & Dryers","Jan","Margin","52823"
"Washers & Dryers","Jan","Margin %","26.710794451832786"
"Washers & Dryers","Jan","Total Customers","29"
"Washers & Dryers","Feb","Sales","104556"
"Washers & Dryers","Feb","Margin","-6954"
"Washers & Dryers","Feb","Margin %","-6.650981292321818"
"Washers & Dryers","Feb","Total Customers","25"
"Washers & Dryers","Mar","Sales","88221"
"Washers & Dryers","Mar","Margin","12555"
"Washers & Dryers","Mar","Margin %","14.231305471486381"
"Washers & Dryers","Mar","Total Customers","15"
"Washers & Dryers","Apr","Sales","53116"
"Washers & Dryers","Apr","Margin","2482"
"Washers & Dryers","Apr","Margin %","4.672791625875442"
"Washers & Dryers","Apr","Total Customers","11"
"Washers & Dryers","May","Sales","91694"
"Washers & Dryers","May","Margin","18290"
"Washers & Dryers","May","Margin %","19.946779505747376"
"Washers & Dryers","May","Total Customers","15"
"Washers & Dryers","Jun","Sales","95472"
"Washers & Dryers","Jun","Margin","8028"
"Washers & Dryers","Jun","Margin %","8.408748114630468"
"Washers & Dryers","Jun","Total Customers","17"
"Washers & Dryers","Jul","Sales","81803"
"Washers & Dryers","Jul","Margin","6857"
"Washers & Dryers","Jul","Margin %","8.382333166265296"
"Washers & Dryers","Jul","Total Customers","17"
"Washers & Dryers","Aug","Sales","158878"
"Washers & Dryers","Aug","Margin","22462"
"Washers & Dryers","Aug","Margin %","14.137891967421544"
"Washers & Dryers","Aug","Total Customers","28"
"Washers & Dryers","Sep","Sales","224917"
"Washers & Dryers","Sep","Margin","32707"
"Washers & Dryers","Sep","Margin %","14.541808756118924"
"Washers & Dryers","Sep","Total Customers","40"
"Washers & Dryers","Oct","Sales","164706"
"Washers & Dryers","Oct","Margin","9990"
"Washers & Dryers","Oct","Margin %","6.0653528104622785"
"Washers & Dryers","Oct","Total Customers","32"
"Washers & Dryers","Nov","Sales","182522"
"Washers & Dryers","Nov","Margin","35414"
"Washers & Dryers","Nov","Margin %","19.402592564184044"
"Washers & Dryers","Nov","Total Customers","28"
"Washers & Dryers","Dec","Sales","135875"
"Washers & Dryers","Dec","Margin","2171"
"Washers & Dryers","Dec","Margin %","1.5977920883164674"
"Washers & Dryers","Dec","Total Customers","27"
"Water Heaters","Jan","Sales","52323"
"Water Heaters","Jan","Margin","8883"
"Water Heaters","Jan","Margin %","16.977237543718825"
"Water Heaters","Jan","Total Customers","19"
"Water Heaters","Feb","Sales","41878"
"Water Heaters","Feb","Margin","8206"
"Water Heaters","Feb","Margin %","19.59501408854291"
"Water Heaters","Feb","Total Customers","15"
"Water Heaters","Mar","Sales","34078"
"Water Heaters","Mar","Margin","7972"
"Water Heaters","Mar","Margin %","23.39339163096426"
"Water Heaters","Mar","Total Customers","11"
"Water Heaters","Apr","Sales","19279"
"Water Heaters","Apr","Margin","8629"
