Country,Category,SubCategory,Manufacturer,ProductName,Value Column Name,Value
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Margin %","-86.13784471969272"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 9.7CuFt M560","Total Customers","18"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Sales","15000"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Forecast","9300"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Sales - Forecast","5700"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Total Cost","30600"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Margin","-15600"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Margin %","-104"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 4.6CuFt E280","Total Customers","19"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Sales","11200"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Forecast","6944"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Sales - Forecast","4256"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Total Cost","20020"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Margin","-8820"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Margin %","-78.75"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 3.2CuFt E160","Total Customers","13"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Sales","5850"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Forecast","3627"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Sales - Forecast","2223"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Total Cost","10560"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Margin","-4710"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Margin %","-80.51282051282051"
"United States","Home Appliances","Refrigerators","Litware, Inc.","Litware Refrigerator 1.7CuFt E120","Total Customers","16"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Sales","144000"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Forecast","89280"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Sales - Forecast","54720"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Total Cost","148400"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Margin","-4400"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Margin %","-3.0555555555555554"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 24.7CuFt X9800","Total Customers","14"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Sales","39556"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Forecast","24524.72"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Sales - Forecast","15031.279999999999"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","(Sales - Forecast)%","0.6129032258064515"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Total Cost","57820"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Margin","-18264"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Margin %","-46.17251491556274"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 19CuFt M7600","Total Customers","14"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Sales","22678"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Forecast","14060.36"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Sales - Forecast","8617.64"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","(Sales - Forecast)%","0.6129032258064515"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Total Cost","34050"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Margin","-11372"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Margin %","-50.14551547755534"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 9.7CuFt M5600","Total Customers","15"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Sales","17100"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Forecast","10602"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Sales - Forecast","6498"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","(Sales - Forecast)%","0.6129032258064516"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Total Cost","26010"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Margin","-8910"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Margin %","-52.10526315789474"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 4.6CuFt E2800","Total Customers","17"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Sales","14840"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Forecast","9200.8"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Sales - Forecast","5639.200000000001"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","(Sales - Forecast)%","0.6129032258064517"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Total Cost","30030"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Margin","-15190"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Margin %","-102.35849056603773"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 3.2CuFt E1600","Total Customers","21"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Sales","3510"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Forecast","2176.2"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Sales - Forecast","1333.8000000000002"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","(Sales - Forecast)%","0.6129032258064517"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Total Cost","6600"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Margin","-3090"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Margin %","-88.03418803418803"
"United States","Home Appliances","Refrigerators","Fabrikam, Inc.","Fabrikam Refrigerator 1.7CuFt E1200","Total Customers","10"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","Sales","24804"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","Forecast","30756.96"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","Sales - Forecast","-5952.959999999999"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","(Sales - Forecast)%","-0.19354838709677416"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","Total Cost","4220"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Floor Lamp X0115","Margin","20584"
