Country,Category,SubCategory,Manufacturer,ProductName,Value Column Name,Value
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Wall Lamp E0315","Margin %","69.68733439321674"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Wall Lamp E0315","Total Customers","11"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0130","Sales","3760"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0130","Margin","2530"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0130","Margin %","67.2872340425532"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0130","Total Customers","14"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Chandelier M0615","Sales","2760"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Chandelier M0615","Margin","1700"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Chandelier M0615","Margin %","61.594202898550726"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Chandelier M0615","Total Customers","5"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0120","Sales","1020"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0120","Margin","660"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0120","Margin %","64.70588235294117"
"United States","Home Appliances","Lamps","Proseware, Inc.","Proseware Desk Lamp E0120","Total Customers","11"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp X115","Sales","20352"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp X115","Margin","16554"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp X115","Margin %","81.33844339622641"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp X115","Total Customers","9"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M815","Sales","9669"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M815","Margin","6963"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M815","Margin %","72.0136518771331"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M815","Total Customers","11"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M615","Sales","9430"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M615","Margin","6886"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M615","Margin %","73.02226935312831"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Chandelier M615","Total Customers","11"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp M215","Sales","7797"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp M215","Margin","4365"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp M215","Margin %","55.98307041169681"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Floor Lamp M215","Total Customers","10"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E215","Sales","5400"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E215","Margin","3814"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E215","Margin %","70.62962962962963"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E215","Total Customers","13"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E315","Sales","5304"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E315","Margin","3432"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E315","Margin %","64.70588235294117"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Wall Lamp E315","Total Customers","18"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E130","Sales","2160"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E130","Margin","1668"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E130","Margin %","77.22222222222223"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E130","Total Customers","6"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E120","Sales","540"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E120","Margin","330"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E120","Margin %","61.111111111111114"
"United States","Home Appliances","Lamps","Wide World Importers","WWI Desk Lamp E120","Total Customers","7"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M6015","Sales","10580"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M6015","Margin","7824"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M6015","Margin %","73.95085066162571"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M6015","Total Customers","13"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp X1015","Sales","10176"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp X1015","Margin","8066"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp X1015","Margin %","79.26493710691824"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp X1015","Total Customers","5"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp M2015","Sales","8136"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp M2015","Margin","5016"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp M2015","Margin %","61.65191740412979"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Floor Lamp M2015","Total Customers","9"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M8015","Sales","5909"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M8015","Margin","4187"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M8015","Margin %","70.85801320020308"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Chandelier M8015","Total Customers","7"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E3015","Sales","2652"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E3015","Margin","1820"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E3015","Margin %","68.62745098039215"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E3015","Total Customers","8"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1030","Sales","2640"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1030","Margin","1902"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1030","Margin %","72.04545454545455"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1030","Total Customers","9"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E2015","Sales","2400"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E2015","Margin","1790"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E2015","Margin %","74.58333333333333"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Wall Lamp E2015","Total Customers","5"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1020","Sales","960"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1020","Margin","660"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1020","Margin %","68.75"
"United States","Home Appliances","Lamps","Litware, Inc.","Litware Desk Lamp E1020","Total Customers","10"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp M2150","Sales","9492"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp M2150","Margin","6372"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp M2150","Margin %","67.13021491782554"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp M2150","Total Customers","9"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp X1150","Sales","8904"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp X1150","Margin","6794"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp X1150","Margin %","76.30278526504942"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Floor Lamp X1150","Total Customers","5"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M8150","Sales","4567"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M8150","Margin","3091"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M8150","Margin %","67.68119115393037"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M8150","Total Customers","6"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M6150","Sales","3910"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M6150","Margin","2214"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M6150","Margin %","56.62404092071611"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Chandelier M6150","Total Customers","8"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E2150","Sales","3720"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E2150","Margin","2378"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E2150","Margin %","63.924731182795696"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E2150","Total Customers","11"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1300","Sales","3200"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1300","Margin","2052"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1300","Margin %","64.125"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1300","Total Customers","14"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E3150","Sales","2040"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E3150","Margin","1312"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E3150","Margin %","64.31372549019608"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Wall Lamp E3150","Total Customers","7"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1200","Sales","900"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1200","Margin","630"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1200","Margin %","70"
"United States","Home Appliances","Lamps","Adventure Works","Adventure Works Desk Lamp E1200","Total Customers","9"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Super-Auto 12C X125","Sales","31350"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Super-Auto 12C X125","Margin","6735"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Super-Auto 12C X125","Margin %","21.483253588516746"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Super-Auto 12C X125","Total Customers","6"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 10C M100","Sales","22380"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 10C M100","Margin","1800"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 10C M100","Margin %","8.04289544235925"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 10C M100","Total Customers","8"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 12C M100","Sales","16910"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 12C M100","Margin","-2.5"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 12C M100","Margin %","-0.01478415138971023"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 12C M100","Total Customers","9"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 5C E090","Sales","6109"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 5C E090","Margin","-731"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 5C E090","Margin %","-11.965951874283844"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 5C E090","Total Customers","12"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 5C E090","Sales","2282"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 5C E090","Margin","-830.5"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 5C E090","Margin %","-36.39351446099912"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker Auto 5C E090","Total Customers","4"
"United States","Home Appliances","Coffee Machines","Adventure Works","Adventure Works Coffee Maker 4C E080","Sales","2080"
